"pMLSNumber","pOfficeMLSCode","pMLSKey","pHeadline","pScrollingText","pScrollingTextFont","pScrollingTextWeigt","pScrollingTextColor","pScrollingTextSize","pRealtorDescription","pRealtorDescriptionDisplay","pOpenHouseMonth","pOpenHouseDay","pOpenHouseYear","pOpenHouseStart","pOpenHouseEnd","pOpenHouseRefreshments","pOpenHouseHeading","pOpenHouseAddress","pOpenHouseCity","pOpenHouseState","pOpenHousePostalCode","pOpenHouseComments","pOpenHousePhoneType","pOpenHousePhoneAreaCode","pOpenHousePhonePrefix","pOpenHousePhoneSuffix","pOpenHousePhoneExt","pOpenHouseMonth1","pOpenHouseDay1","pOpenHouseYear1","pOpenHouseStart1","pOpenHouseEnd1","pOpenHouseRefreshments1","pOpenHouseHeading1","pOpenHouseAddress1","pOpenHouseCity1","pOpenHouseState1","pOpenHousePostalCode1","pOpenHouseComments1","pOpenHousePhoneType1","pOpenHousePhoneAreaCode1","pOpenHousePhonePrefix1","pOpenHousePhoneSuffix1","pOpenHousePhoneExt1","pOpenHouseMonth2","pOpenHouseDay2","pOpenHouseYear2","pOpenHouseStart2","pOpenHouseEnd2","pOpenHouseRefreshments2","pOpenHouseHeading2","pOpenHouseAddress2","pOpenHouseCity2","pOpenHouseState2","pOpenHousePostalCode2","pOpenHouseComments2","pOpenHousePhoneType2","pOpenHousePhoneAreaCode2","pOpenHousePhonePrefix2","pOpenHousePhoneSuffix2","pOpenHousePhoneExt2","pOpenHouseMonth3","pOpenHouseDay3","pOpenHouseYear3","pOpenHouseStart3","pOpenHouseEnd3","pOpenHouseRefreshments3","pOpenHouseHeading3","pOpenHouseAddress3","pOpenHouseCity3","pOpenHouseState3","pOpenHousePostalCode3","pOpenHouseComments3","pOpenHousePhoneType3","pOpenHousePhoneAreaCode3","pOpenHousePhonePrefix3","pOpenHousePhoneSuffix3","pOpenHousePhoneExt3","pOpenHouseMonth4","pOpenHouseDay4","pOpenHouseYear4","pOpenHouseStart4","pOpenHouseEnd4","pOpenHouseRefreshments4","pOpenHouseHeading4","pOpenHouseAddress4","pOpenHouseCity4","pOpenHouseState4","pOpenHousePostalCode4","pOpenHouseComments4","pOpenHousePhoneType4","pOpenHousePhoneAreaCode4","pOpenHousePhonePrefix4","pOpenHousePhoneSuffix4","pOpenHousePhoneExt4","pVirtualTourURL"
"40807333","ML37689","CRIA",,,,,,,"Rarely available 4 bedroom 4 bath townhome in newer development. Perfect place for young professionals. Conveniently located for commuting and shopping. Freshly painted and staged. Includes washer, dryer, and S/S refrigerator. NO RENTAL RESTRICTIONS!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.tourbuzz.net/public/vtour/display/935153?idx=1&mobile=1"
"40807351","ML37689","CRIA",,,,,,,"Great opportunity for first-time homebuyer or investor. Entry-level Walnut Creek condo conveniently located near BART and downtown. Low HOA fee includes hot water! NO RENTAL RESTRICTIONS","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40807444","CCAPR01","CRIA",,,,,,,"Single level four bedroom home with office on flat lot with pool.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40807467","CCAPR03","CRIA",,,,,,,"Spacious 3 Bedroom 2.5 Bath End Unit Townhome in Desirable Summit View. 1,510+/-sf of Living Space with Two Car Garage. Open Living Room with Fireplace, Updated Kitchen with Newer Cabinets, Corian Countertops, Stainless Steel Appliances. Large Dining Area. Tile Flooring throughout First Level. Master Suite with His and Hers Closets, Private Bathroom with Double Vanity Sink. Two Very Generously Sized Bedrooms and Second Floor Full Bath. Half Bath Conveniently Located on First Floor for Guests. Sit and Enjoy the Views from the Back Patio. Close Proximity to Contra Loma Regional Park, Black Diamond Mines Regional Preserve and Lone Tree Golf Course.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1917721"
"40807472","CCAPR01","CRIA",,,,,,,"This is a gem waiting to sparkle. Modern 2 bedroom, 2 bathroom patio home with vaulted ceilings, new carpet, fresh paint, owned solar electrical and a two car garage. Perfect for first-time or quaint move-down home. Conveniently located in a small development close to BART, FWY, shops & more! Top rated Walnut Creek Schools. Low $100 HOA fee is annual. NO RENTAL RESTRICTIONS. Come see!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.207charteroak.com/"
"40807474","CCAPR01","CRIA",,,,,,,"A Mid Century Modern style home in downtown Lafayette. An open floor plan, light filled rooms and exposed beam ceilings are the hallmarks of this home. In the heart of the home is a stylishly remodeled kitchen with quartz counter tops and Bosch stainless steel appliances. The fully fenced yard with stone patio is yours to create garden & play spaces. Conveniently located close to shops, restaurants, reservoir & BART.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1915197"
"40807536","CCAPR03","CRIA",,,,,,,"Located in a quiet cul-de-sac, this beautiful Hidden Creek gem has a gorgeous updated kitchen with granite counters, stainless appliances, laminate floors and a subway tile backsplash. With three bedrooms, two and a half bathrooms, and lots of storage, there's plenty of room for everything. The backyard is just the right size and great for entertaining. The nearby community park features hiking trails, a dog park, bocce courts, sports fields, ponds, picnic areas, and a playground. Convenient access to BART, shopping, and downtown makes this an ideal location.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1916164"
"40807540","ML37608","CRIA",,,,,,,"Great Opportunity to Own! This 1 brdrm/1 bath with bonus room is perfect for a small family or commuter. No rental restrictions! 2 secure parking spaces. Walking distance to South Hayward BART Station. New carpet and fresh paint make this move-in ready. Washer/dryer in unit and charming and functioning fireplace in the living room.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1918039"
"40807541","ML37608","CRIA",,,,,,,"Great Starter Home or Investment Property! This 2 bdrm/2 bath condo is walking distance to South Hayward BART station. No rental restrictions! 2 secured parking spaces. New carpets and fresh paint make this place move-in ready. Washer/dyer in unit.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1918034"
"40807594","ML37608","CRIA",,,,,,,"Open houses Sat & Sun 1-4pm! Must see this stunning rarely available Bluffs home! Premium end of court location with no rear neighbors. One full bed and bath downstairs. Large bonus room or possible 6th bedroom. Over-sized executive lot with in-ground pool and spa with solar heating, gas fire pit, large grass area and large gated side yard with shed and fruit trees. Upgraded interior with stone counters and upgraded flooring. Spacious and bright interior with neutral colors.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1919138"
"40807602","ML37608","CRIA",,,,,,,"Southside downtown charmer in the heart of all the action! You'll love this home the minute you walk in as its the latest and greatest yet still has a classic look and feel. New upgrades include new epicurean kitchen with stainless appliances, white shaker cabinets, and quartz counters. New heating & cooling system, dual pane windows, copper pipes, electrical, and so much more. Great floor plan provides efficient living space with plenty of light. Gracious backyard with lots of room to roam for the family and wonderful for entertaining. Close to restaurants, shops, and theaters! Neighborhood schools are the best in Livermore! Don&#226;&#128;&#153;t miss out!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1919161"
"40807620","CCAPR01","CRIA",,,,,,,"Spacious single level Glorietta modern ranch style home with an excellent floor plan. Large rooms are flooded with natural light from numerous skylights. An open, updated kitchen/family room is perfect for casual entertaining and relaxing. Two possible master suites provide excellent opportunities for comfortable au pair, in-law or guest quarters. Serene and private setting and excellent location close to Glorietta Elementary School. Open Sun 12-2","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.9parklane.com/"
"40807672","AAPR01","CRIA",,,,,,,"Iconic Gold Coast Beauty on the corner of Morton and San Antonio--boasting 4895 sq feet of finished living space with 7 bedrooms. Lower level could be used as a separate in law living space with bathroom, 2 of the 7 bedrooms, large family room space with a wet bar, a small kitchen and exterior access. Main level is appointed with beautiful moulding, built in shelves, hardwood floors, high ceilings, separate den, two beautiful period fireplaces in the living and dining room. The large, spacious eat in kitchen is updated with granite counters and a stainless steel gourmet stove. There is a bedroom and en suite bath on the main level. Upper level boosts a master bedroom with a separate sitting area and updated bathroom with a beautiful spa tub. Three other bedrooms, one with an en suite bathroom round out the upper levels living space. Enjoying a large corner lot, the property is close to Franklin School and Franklin Park is directly across the street.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1854857"
"40807734","CCAPR","CRIA",,,,,,,"Poss Inlaw w/Sep Entrance & Garage. Single Story Remodeled/Expanded 4 Bd/3.5 Bth+Office + 3 Car. * Entertainers Paradise ~ Walk to Downtown. Formal Dining/LivingRm w/WdBurning FirePl Sep FamilyRm w/Gas FirePl Kitchen w/Granite Counters/Island - DD Convection Ovens Gas Cooktop Wine-Fridge Wall of Windows over looking the Backyrd, Mstr Retreat w/Walk-in DressingRm/Closet Walk-in Shower Lg Soaking Tub Dual Vanities. All Bedrms Lg than average w/Ample Closets Entertain Under the Pallapa Built-in Solid Slab Granite Bar Kegerator-Fridge Sink Storage Built-in Exterior Gas Heaters TV/Stereo + Separate BBQ w/Cooking Burner Sink, Salt Water Pool/Waterfall (In-House Control System) Spa + Built-in Gas Fire Pit LED lighting Well Water for Landscaping Newer Roof, Replaced Sewer Line(5 Clean-Out+RV) Solar System OWNED Not Leased w/30 Panels (produces approx 5.4 KW) Surveillance System Included w/9 Exterior Cameras OPEN Sat 1-3 & Sun 11-2pm","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.allaccessphoto.com/604bobbiedrive/nonbrand"
"40807746","ML37608","CRIA",,,,,,,"Panoramic views of the Tri-Valley and Altamont from your kitchen windows. This gorgeous single story home sits on an oversized, very private 1/2 acre lot, remodeled and redesigned with permits in 2003, including a 900 square foot addition, making it essentially a custom built home. Situated in the Dublin Hills on the border of Dublin and San Ramon with quick access to Hwy 580 and 680. Also features upgrades throughout, including a tank-less water heater, newer furnace and A/C, updated kitchen and baths, walkable lighted attic with pull down stairs and so much more.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1903829"
"40807764","CCAPR03","CRIA",,,,,,,"Welcoming home inspired by Northern California&#226;&#128;&#153;s Wine Country. A sophisticated paring of clean, modern lines and traditional comfort. Premium lot lovingly cultivated into an entertainer&#226;&#128;&#153;s showpiece. Renovated Eat-In Kitchen/Stainless Appliances. Versatile Family Room Opens to Cozy Quartz Patio and Lush Lawns. Private Master Suite has Two Walk-In Closets, Barn Doors and Vineyard Views. Master Bathroom boasts Sunken Tub, Dual Sinks, Kohler Purist Fixtures & Soapstone. Three More Generous-Sized Bedrooms with Walk-in Closets. Luxurious Bathroom. New Dual Pane Windows, Designer Paint, Elfa Closet Systems. New Walnut Hardwood Flooring, Plush Carpet with High-End Padding. Vaulted Ceilings, Recessed LED Lighting, Mirrored Closet Doors. Large Efficient Laundry Room with Deep Utility Sink, New Water Heater, Irrigation, Fences, Dual Zone Air Conditioning, Extra-Wide Driveway/RV, 50 yr Roof, Wine Cellar and Much More! Open House Saturday 1/20 & Sunday 1/21 1-4:00 Broker's Tour Tuesday 1/23 10-1:00","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://youtu.be/e8U1aKUYrgE"
"40807766","ML37608","CRIA",,,,,,,"Nice, clean 2 bedroom, 2 bath condo. Features master bedroom w/walk-in closet and fireplace in living/family room. Desirable gated community with swimming pool. Close to transportation/BART and close to shopping. Refrigerator, washer/dryer, and microwave included. HOA dues include: water, garbage, & HOA insurance.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1919111"
"40807782","CCAPR03","CRIA",,,,,,,"Newly remodeled 1350+ square feet home boasts, bright kitchen with quartz countertops, new stainless steel oven & matching hood, new sink & faucet, dining nook & breakfast bar. Formal dining & family room has fireplace. All new laminate wood flooring throughout house w/5 1/4 baseboards, two-tone neutral paint, new aged bronze interior door hardware & private backyard w/covered patio, lawn and newly landscaped front yard. Perfect for a starter family or First Time Homebuyer!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1920923"
"40807834","AAPR01","CRIA",,,,,,,"Renovated 2+BD/2BA contemporary gem featuring spacious light-filled common areas with vaulted ceilings and terrace, modern cook&#226;&#128;&#153;s kitchen, beautifully remodeled baths, expansive rear yard and patio area, and bonus area with built-in day bed on its own level with full bath. Framed by tall eucalyptus trees and gazing out over a forested hillside, this home&#226;&#128;&#153;s bright and immaculate interior combines with its secluded setting to create a space at once peaceful and intimate.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://andrewanddavid.com/6980-pinehaven/?g"
"40807956","CCAPR03","CRIA",,,,,,,"Urban Living in Lafayette! Move right in to this like-new unit in the TERRACE FLATS area. Walk to Downtown Lafayette restaurants and shopping. BART is less than a mile away. Gourmet kitchen with high-end Thermador appliances and finish. Includes 36 gas cooktop, Bosch dishwasher, Kohler Vault two-compartment stainless steel sink, microwave and refrigerator. European frameless cabinets with soft-close door hinges. An exterior deck with Andersen French Doors; two dedicated parking spots and a large storage room. Home includes 2 bedrooms, 2 full baths and is 1110 square feet. Home Owners' Association is $707 monthly and includes garbage and gas. Quartz solid counter tops. Too many extras to enumerate come standard on this property to list. Extras added at the time of construction include plantation shutters on all windows, closet organizers in the bedrooms and pull-out shelves in the Master Bedroom. Open Sunday, 01/21, 1-4pm.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.allaccessphoto.com/1003207woodburyrd"
"40808142","CCAPR03","CRIA",,,,,,,"Exquisite 4 Bedroom 3 Bath two Story on Large Lot with Pool. One Bedroom and Full Bath on First Floor. Formal Living Room and Dining Area with Plantation Shutters, Upgraded Kitchen with Newer White Cabinets, Granite Countertops, High End Stainless Steel Appliances including Viking Refrigerator and Wine Refrigerator in the Wine/Coffee Bar. Family Room with Hardwood Flooring, Fireplace and Large Glass Doors Leading to Backyard. Secluded Master Suite, Upgraded Master Bath with Separate Shower and Soaking Tub and Walk-in Closet. Amazing Backyard with Pool, Plush Landscaping, Extensive Hardscape and Possible Side Yard Access.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1922298"
"40808203","CCAPR01","CRIA",,,,,,,"Sold as lot. Tear down home on beautiful lot. Information provided for comparables only. Do not disturb owner.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40808257","ML37608","CRIA",,,,,,,"Gorgeous&#226;&#128;&#166;this is too good to miss, immaculate home with easy access to 580/Hwy 84 in resort style Montage community featuring 3 spacious bedrooms, 2.5 baths, a loft /office. Upgrades throughout home, kitchen with granite counter tops, Subzero top-of-the-line refrigerator, Wolf stove, extra cabinet storage, security system, surround sound/ Bose speakers throughout, sink in upstairs laundry room, crown molding, jetted Jacuzzi tub, huge walk in closet in this beautiful Spanish exterior within walking distance to the stunning recreation center, which offers a large community park, pool, gym, playground & clubhouse.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40808280","ML37608","CRIA",,,,,,,"This charming 4 bedroom, 2 bathroom home with approximately 1,536 square feet of living space has great curb appeal in one of Livermore&#226;&#128;&#153;s most desirable neighborhoods. Located close in proximity to not only Highway 84 and 580 which is fitting for commuters, but also to Downtown Livermore and Pleasanton as well. This home is within 1 mile of Livermore&#226;&#128;&#153;s top-rated schools; Smith Elementary School, Mendenhall Middle School, and Granada High School. Newer roof, dual pane windows and sliders, air-conditioning and furnace, private outdoor screened area, separate family and living area, and indoor laundry room just add to the appeal of this home!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40808290","ML37608","CRIA",,,,,,,"Where can you get a free bed and bath?! In this already upgraded, move in ready home that's where! Effectively 4 beds/2 baths with extra space and so much wow factor for the price! Where classic charm and modern upgrades blend in complete harmony. You'll love the look and feel w/granite kitchen, maple cabinets, hardwood, updated bathrooms, dual pane windows, plus central air and heat. Extra large backyard! Live near award-winning downtown Livermore! Efficient floor plan with great living space beyond the two bedrooms and bathroom downstairs! Epicurean kitchen includes new stainless appliances, granite counters, and maple cabinets with a french country style. Light and bright floor plan you'll experience the lots of room to roam for the family or wonderful for entertaining. Close to restaurants, shops, and theaters.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1922518"
"40808308","ML37608","CRIA",,,,,,,"Open Sat/Sun 1-4. Rarely available detached home in this beautiful MSJ community! New DP energy efficient windows installed by custom exteriors(2015) ,Gorgeous remodeled kitchen with Custom Cherry cabinets, granite slab counters, upgraded appliances, completely remodeled bathrooms with granite and quartz, cherry wood floors downstairs and upgraded wool carpeting, spacious family room with custom wetbar Fabulous Master bedroom suite with large sitting area/study and balcony, recessed lighting throughout, plantation shutters throughout, newly painted exterior (2015), Beautiful location! Must see!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1912118"
"40808321","ML37608","CRIA",,,,,,,"Fabulous updated Gold Creek Town home with a premier location. Enjoy 3 bedrooms, 2.5 baths, 1614 sqft of living space with upgraded kitchen, master bathroom, landscape and flooring. Located in West Pleasanton close to Stoneridge Mall, Bart, quick walk to Lydiksen Elementary school and great Freeway access, both 580 & 680.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1917023"
"40808414","AAPR01","CRIA",,,,,,,"Modern contemporary tri-level home boasts an open-concept main level which features the living room, dining room, kitchen, large coat closet and &#194;&#189; bath. Bamboo flooring and floor-to-ceiling windows. Large windows with wood horizontal blinds, and a floating staircase offers the serenity of sunlight. The kitchen has stainless steel appliances and a gas stove, it open to a sunny patio. Top floor has an immaculate master bedroom with a south-facing window, the second bedroom has wide-paned windows on each outward wall. Enjoy privacy in this special end-unit which also has central air-conditioning, heating and high speed internet hard-wired into the unit. Pre-wired security system. Interior access from the tandem 2-car garage including a washer and dryer inside. Minutes from the AMC, Bay Street, Berkeley Bowl, Trader Joes, Public Market and much more. Free shuttle to Bart, easy commute to SF and the Emeryville Greenway which connects Emeryville to Berkeley, grab your bicycle and go!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.71Glashaus.com"
"40808429","AAPR01","CRIA",,,,,,,"Nestled in a gardenlike setting this light filled Townhome features vaulted ceilings in the living room and master bedroom. The kitchen area features large counters, new stainless steel appliances and is perfect for a family room or breakfast area with a cozy patio just outside. New Luxury Vinyl flooring throughout the downstairs and upstairs bathrooms create a natural contemporary feel. The Master bedroom is spacious with ample closet space and has a patio of it&#226;&#128;&#153;s own along with an extra large bathtub. The two-car garage is accessible from within the unit. This home is very close to the Harbor Bay Landing shopping center, Ferry terminal and top performing schools. The entire area has both picturesque lagoon and bay view walking paths.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40808440","CCAPR03","CRIA",,,,,,,"Open Sat 27th and Sun 28th 1p-4p! This charming, updated 3 bedroom, 2 and a half bath home is move-in ready in the desirable neighborhood of Bishop Estates! Every detail of updating was carefully selected, which includes the kitchen, bathrooms, interior paint, custom shutter blinds, new crown molding and baseboards throughout, laminate flooring, etc. Home boasts multiple areas for entertaining, including family and living rooms, and a large newly fenced in backyard and patio. Plenty of parking, which includes room for an RV or boat. 4530 Adams Dr. is ready for you to call it home!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/1922316"
"40808471","AAPR01","CRIA",,,,,,,"Gorgeously renovated 2BD/1BA townhouse-style condo in the coveted heart of Rockridge. Lives like a single family home (or duet), with an ingenious and perfectly flowing floor plan, attached garage with internal access, water/dryer, and a large, lush, wildly private rear garden and deck. This is paradise steps from Rockridge BART and College Avenue at the end of a cul-de-sac abutting the monastic St Albert Priory. Heaven.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://andrewanddavid.com/5878-birch/?g"
"40808479","CCAPR03","CRIA",,,,,,,"Spacious, two-story 3 bed/2 bath boasts custom marble flooring, recessed lighting, new carpet downstairs, two tone paint, kitchen w/tile counters, black appliances, breakfast bar, walk-in pantry, dining nook, desk area, family room w/fireplace & bar area. Formal living/formal dining room, 3 spacious bedrooms upstairs, master-bedroom has vaulted ceilings, sunken tub in master-bath & walk-in closets. Huge backyard w/room for swimming pool, covered patio, lawn, and shed. Walk to schools & shops!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1923077"
"40808529","ML37608","CRIA",,,,,,,"Open Saturday and Sunday from 1p-4p. Don&#226;&#128;&#153;t miss this lovely 1,905 sf Edgewood model home located on a 6,675 sf lot in Summerset3 (Gated 55+ adult community). Elegant Foyer, spacious Den, Formal Dining Room, open Floor Plan, Large Master Bedroom, and spacious Jr. Master &#226;&#128;&#147; perfect for guests. Go to our property website for an interactive virtual tour and printable floor plan that includes approximate room measurements. Living in Summerset means having the opportunity to make new friends, get involved, take up old hobbies or even start new ones. Residents have access to the community outdoor swimming pool and spas, lighted tennis courts and bocce courts. Additional amenities in the clubhouse are a community gym, library, secure wifi, computers, craft and billiards rooms. Get involved in one of the many clubs, classes and groups to support health, fitness, travel, social events, and activities. Summerset, it&#226;&#128;&#153;s more than a community, it&#226;&#128;&#153;s a lifestyle.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1922494"
"40808532","ML37608","CRIA",,,,,,,,"custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40808538","CCAPR01","CRIA",,,,,,,"Single-level home on cul de sac in desirable Livorna Estates neighborhood. San Ramon Valley schools and excellent proximity to 680 make this location ideal. Extensive kitchen remodel with Sub Zero fridge and Wolf range. Four bedrooms plus three baths, all updated. Gorgeous hardwood floors throughout and new carpet in living and dining room. Large backyard on .32 acre lot features cabana and fireplace and separate BBQ. Extra storage in shed at side of home. Family room television, electronics and speakers included. Outdoor speakers too! Open Saturday 2/3 from 1-4 pm and Sunday 12-3 pm. Don't miss; great house!","custom","02","03","2018","13:00","16:00",,,,,,,,,,,,,"02","04","2018","12:00","15:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/idxr1923261"
"40808712","CCAPR","CRIA",,,,,,,"Extraordinary Pebble Beach style home with soaring ceilings, tile floors throughout, Bay window, plantation shutters, covered patio overlooking the pretty backyard. This popular versatile floor plan is loaded with curb appeal!!! Updated faucets and light fixtures and is sure to please!!!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40808722","QSALPR18","CRIA",,,,,,,"First time on the market in over 40 years for this fabulous single level, 4 bedroom, 2 bath Eichler home in coveted Parkwood Estates. Gorgeous remodeled & updated chef's kitchen with large center island, breakfast bar, granite countertops, & plenty of storage. Other features include remodeled & updated bathrooms, double pane windows throughout, radiant heating with newer HE boiler, foam roof with warranty, solar power, 2 duct-less Mitsubishi A/C units, fresh paint and new carpeting. Lots of original details too including mahogany paneling in great condition, wood burning brick fireplace in signature great room, globe lights, & unpainted ceilings. Situated on a large (almost 10,000 square feet) level lot that's ideal for entertaining & relaxing with friends & family with covered patio, hot tub, new storage shed, new lawn in back, drought tolerant landscaping in front, & programmable irrigation. Great opportunity to own a piece of mid-century modern history. Open Sat & Sun from 1-4pm.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.1255Lancashire.com"
